customer_id,first_name,last_name,email,phone,city,registration_date,loyalty_tier,birth_year
3863,Jüri,Raid,juri.raid@mail.ee,+372 5351 5679,Tartu,2024-02-06,,1992
3864,Terje,Rosin,terje.rosin@telia.ee,+372 5688 3582,Tartu,2022-04-26,bronze,1969
3865,Kersti,Nurk,kersti.nurk@telia.ee,+372 8507 1307,Tallinn,2023-03-28,gold,1988
3866,Raivo,Laas,raivo.laas@telia.ee,+372 5390 0476,Pärnu,2024-02-09,,2005
3867,Reet,Mitt,reet.mitt@gmail.com,+372 8892 0234,Tartu,2021-03-13,silver,1969
3868,Anu,Paju,anu.paju@yahoo.com,+372 8407 9765,Tallinn,2020-09-30,,1978
3869,Triin,Pihl,triin.pihl@telia.ee,+372 5842 2363,Pärnu,2021-01-22,,1997
3870,Sandra,Kaalep,sandra.kaalep@hot.ee,+372 5869 1673,Tallinn,2024-02-02,,1999
3871,Külli,Järv,,+372 5412 7092,Tartu,2024-07-02,,1986
3872,Annika,Kaalep,annika.kaalep@mail.ee,+372 8452 9731,Tartu,2020-08-11,silver,2000
3873,Erkki,Mitt,erkki.mitt@yahoo.com,+372 5307 2069,Kuressaare,2023-12-07,,1980
3874,Katrin,Kuusk,katrin.kuusk@hot.ee,+372 5920 4646,Tallinn,2021-01-24,,2000
3875,Ago,Toom,ago.toom@outlook.com,+372 8856 3826,Viljandi,2021-07-24,,2002
3876,Heli,Kõiv,heli.koiv@yahoo.com,+372 8467 0922,Tallinn,2022-01-25,bronze,1974
3877,Pille,Laas,pille.laas@mail.ee,+372 5858 6317,Narva,2023-05-08,bronze,1966
3878,Heino,Roots,,+372 8816 2529,Tallinn,2023-12-05,gold,1983
3879,Anna,Roots,anna.roots@mail.ee,+372 8567 4209,Tallinn,2023-06-26,,1990
3880,Hille,Kangur,hille.kangur@telia.ee,+372 5681 5903,Tartu,2022-04-05,bronze,1966
3881,Pille,Kallas,pille.kallas@yahoo.com,+372 8592 1490,Tartu,2024-06-09,silver,2005
3882,Aivar,Kangur,aivar.kangur@hot.ee,+372 5665 0046,Tartu,2020-12-12,gold,2003
3883,Laura,Männik,laura.mannik2@gmail.com,+372 5844 8112,Tallinn,2021-09-06,,1974
3884,Ago,Talvik,,+372 5409 9653,Tartu,2020-09-17,silver,2002
3885,Elis,Lepp,elis.lepp@outlook.com,+372 5989 5045,Paide,2022-04-08,gold,1970
3886,Kevin,Ilves,,+372 5152 5347,Tallinn,2021-02-13,gold,1980
3887,Jüri,Lill,juri.lill@mail.ee,+372 5722 9143,Valga,2020-01-07,,1961
3888,Liina,Raud,,+372 5978 8117,Tallinn,2024-01-30,,1983
3889,Raivo,Roots,raivo.roots@outlook.com,+372 5899 5719,Tartu,2021-07-31,silver,1990
3890,Sandra,Org,sandra.org2@hot.ee,+372 8864 7208,Tallinn,2022-02-05,,1993
3891,Rasmus,Toom,rasmus.toom@outlook.com,+372 8169 4427,Tartu,2020-03-31,,1980
3892,Kristjan,Tammik,kristjan.tammik@hot.ee,+372 5722 5344,Tartu,2024-12-12,,2001
3893,Ago,Järv,,+372 5242 1890,Tartu,2023-11-02,,1998
3894,Katrin,Liiv,katrin.liiv@hot.ee,+372 8369 8678,Tallinn,2021-10-05,bronze,1984
3895,Ago,Toom,ago.toom@yahoo.com,+372 5504 1490,Tallinn,2021-08-07,,1995
3896,Sander,Rosin,sander.rosin@mail.ee,+372 5402 1381,Tallinn,2022-01-05,,1986
3897,Urmas,Ilves,urmas.ilves@outlook.com,+372 8300 2902,Tallinn,2021-07-14,gold,2005
3898,Grete,Nurk,grete.nurk@yahoo.com,+372 8783 5703,Tallinn,2022-09-29,silver,1985
3899,Laura,Mets,laura.mets2@hot.ee,+372 5103 9714,Tartu,2021-09-10,gold,1989
3900,Tiina,Puusepp,tiina.puusepp@mail.ee,+372 5973 7520,Tallinn,2023-09-17,,1963
3901,Jaak,Kangur,,+372 5271 9207,Tallinn,2024-12-08,,1981
3902,Ene,Pärn,ene.parn@telia.ee,+372 5274 4839,Tartu,2024-12-12,,1991
3903,Taavi,Raud,taavi.raud@hot.ee,+372 5190 7398,Pärnu,2022-04-22,,2003
3904,Siim,Toom,siim.toom2@gmail.com,+372 8727 1647,Pärnu,2020-04-07,bronze,1988
3905,Sigrid,Mägi,sigrid.magi@outlook.com,+372 5228 6643,Võru,2023-12-22,,1999
3906,Arvo,Lass,,+372 5306 7877,Tallinn,2020-06-25,,1961
3907,Rein,Kõiv,rein.koiv@telia.ee,+372 5582 7980,Tallinn,2022-12-20,,1971
3908,Piret,Ilves,piret.ilves@outlook.com,+372 8325 2175,Pärnu,2023-08-31,bronze,1996
3909,Kristi,Toom,kristi.toom@telia.ee,+372 5319 2571,Tallinn,2023-11-27,silver,1963
3910,Lauri,Värk,lauri.vark@telia.ee,+372 8783 3860,Pärnu,2024-08-21,bronze,1966
3911,Aili,Kukk,aili.kukk@mail.ee,+372 5209 8889,Pärnu,2021-03-16,bronze,1988
3912,Kati,Mägi,kati.magi2@telia.ee,+372 5463 6696,Tallinn,2024-05-05,,1964
3913,Mihkel,Lepp,mihkel.lepp@mail.ee,+372 5224 6315,Tallinn,2020-05-23,,1981
3914,Terje,Luik,terje.luik@mail.ee,+372 5593 6868,Tartu,2023-05-06,gold,1987
3915,Kristi,Hurt,kristi.hurt@gmail.com,+372 5405 4612,Tartu,2020-03-10,gold,2001
3916,Liina,Lepp,liina.lepp@gmail.com,+372 5709 4464,Tallinn,2024-10-21,bronze,1968
3917,Annika,Lepp,annika.lepp2@gmail.com,+372 8563 2167,Tallinn,2024-07-23,,1991
3918,Sigrid,Kuusik,sigrid.kuusik@gmail.com,+372 8544 3022,Tallinn,2023-11-28,,2000
3919,Tarmo,Kaalep,tarmo.kaalep@telia.ee,+372 5121 3907,Võru,2021-03-29,gold,1974
3920,Lauri,Laas,lauri.laas@hot.ee,+372 5896 1154,Tallinn,2024-09-08,,1963
3921,Jaak,Kukk,jaak.kukk@gmail.com,+372 5159 2869,Tartu,2022-12-07,,1986
3922,Rein,Kallas,rein.kallas@telia.ee,+372 8276 0180,Jõhvi,2024-05-22,bronze,1983
3923,Lauri,Kõiv,lauri.koiv@outlook.com,+372 5517 5229,Tartu,2022-06-24,,1979
3924,Rasmus,Org,rasmus.org@gmail.com,+372 5523 2343,Tartu,2021-03-25,silver,1984
3925,Toomas,Puusepp,toomas.puusepp2@outlook.com,+372 8651 2624,Tallinn,2023-05-17,,2001
3926,Peeter,Lass,peeter.lass@yahoo.com,+372 5111 6622,Tallinn,2024-09-18,gold,2004
3927,Külli,Järv,kulli.jarv@gmail.com,+372 5775 3361,Tartu,2020-04-30,silver,2003
3928,Kristiina,Lepp,kristiina.lepp2@outlook.com,+372 5420 7939,Pärnu,2023-06-01,silver,1979
3929,Heino,Põld,heino.pold@telia.ee,+372 5194 7209,Tallinn,2024-12-27,,1988
3930,Ants,Orav,ants.orav@outlook.com,+372 5288 5059,Tartu,2022-04-15,silver,2003
3931,Jaak,Raud,,+372 8797 8248,Valga,2020-03-02,gold,1997
3932,Tarmo,Kask,tarmo.kask@gmail.com,+372 5410 9786,Tallinn,2023-02-13,,1984
3933,Olev,Lepp,olev.lepp@gmail.com,+372 8347 8718,Valga,2024-06-30,bronze,1986
3934,Kadri,Kull,kadri.kull@telia.ee,+372 5384 9471,Kuressaare,2021-12-21,bronze,2002
3935,Toomas,Valk,toomas.valk@telia.ee,+372 5957 3603,Tartu,2023-07-31,gold,1999
3936,Margus,Kivi,margus.kivi@hot.ee,+372 5425 1554,Haapsalu,2024-05-01,bronze,1979
3937,Karin,Mägi,karin.magi@outlook.com,+372 5809 0740,Jõhvi,2023-01-17,bronze,2002
3938,Külli,Lass,kulli.lass2@gmail.com,+372 5439 1261,Tallinn,2023-08-26,,1992
3939,Enn,Oja,enn.oja@outlook.com,+372 5325 6444,Paide,2020-08-20,,1981
3940,Tiina,Lepp,tiina.lepp@yahoo.com,+372 5218 9751,Võru,2024-07-28,bronze,1988
3941,Siim,Liiv,siim.liiv@hot.ee,+372 5909 9398,Pärnu,2021-02-24,gold,1981
3942,Ragnar,Tamm,ragnar.tamm@mail.ee,+372 8326 2359,Tartu,2022-04-08,gold,2004
3943,Annika,Lõoke,annika.looke@yahoo.com,+372 5867 2956,Tartu,2023-11-13,bronze,1978
3944,Siim,Tamm,siim.tamm@mail.ee,+372 5662 9917,Pärnu,2020-07-23,,1991
3945,Ene,Rebane,ene.rebane@yahoo.com,+372 8134 9580,Tartu,2020-09-28,gold,1962
3946,Mihkel,Rosin,mihkel.rosin2@yahoo.com,+372 8716 7910,Viljandi,2022-09-20,,1979
3947,Sander,Kuusik,sander.kuusik@yahoo.com,+372 5331 2512,Tallinn,2024-03-25,,2001
3948,Terje,Org,terje.org@mail.ee,+372 8516 6576,Tallinn,2022-03-25,gold,2001
3949,Margus,Kuusik,,+372 5632 8298,Rakvere,2020-10-11,,1994
3950,Aili,Toom,,+372 5645 9518,Pärnu,2022-09-24,gold,1976
3951,Rain,Kallas,,+372 5909 8770,Narva,2024-01-10,bronze,1981
3952,Marko,Liiv,marko.liiv@outlook.com,+372 5540 7880,Jõhvi,2023-05-08,,1972
3953,Karin,Järv,karin.jarv@hot.ee,+372 5247 0240,Paide,2020-05-06,bronze,2000
3954,Priit,Teder,priit.teder@hot.ee,+372 5704 4720,Tallinn,2023-03-15,,1984
3955,Kalev,Lepik,kalev.lepik@telia.ee,+372 8384 7425,Pärnu,2025-01-28,bronze,2000
3956,Marit,Aas,marit.aas@hot.ee,+372 5149 5868,Tallinn,2023-02-08,,2003
3957,Margus,Lepp,margus.lepp@yahoo.com,+372 5831 4986,Tartu,2020-04-03,,1992
3958,Meelis,Saar,,+372 5738 7925,Tartu,2023-08-09,silver,1966
3959,Ene,Tammik,,+372 5285 1278,Pärnu,2021-11-16,,1969
3960,Marko,Luik,marko.luik@mail.ee,+372 8186 9289,Pärnu,2024-09-29,bronze,1989
3961,Kalev,Põld,kalev.pold@outlook.com,+372 5927 0985,Tallinn,2023-07-09,gold,1973
3962,Ülle,Teder,,+372 5184 5910,Pärnu,2023-12-29,bronze,1969
3963,Margus,Roots,margus.roots@outlook.com,+372 5689 0822,Pärnu,2024-01-18,bronze,2001
3964,Kersti,Männik,kersti.mannik@yahoo.com,+372 5850 6802,Tartu,2022-04-10,bronze,1980
3965,Heino,Lõoke,heino.looke@mail.ee,+372 5527 9529,Tallinn,2023-12-12,,1982
3966,Olev,Kangur,olev.kangur2@telia.ee,+372 8575 1207,Tallinn,2021-03-20,bronze,1991
3967,Annika,Raid,annika.raid@outlook.com,+372 5410 8647,Tallinn,2024-09-08,bronze,1968
3968,Kati,Mets,kati.mets@gmail.com,+372 5507 9370,Tartu,2024-10-21,,1981
3969,Kalev,Oja,kalev.oja@gmail.com,+372 5787 1447,Paide,2023-03-15,silver,1963
3970,Kristiina,Järv,kristiina.jarv@telia.ee,+372 5800 1853,Tallinn,2021-08-02,,1995
3971,Mihkel,Raid,mihkel.raid@hot.ee,+372 5505 8368,Tartu,2022-12-05,gold,1981
3972,Kristiina,Kull,kristiina.kull2@hot.ee,+372 5794 7040,Tallinn,2020-02-03,silver,1997
3973,Terje,Pärn,terje.parn@yahoo.com,+372 8820 0502,Tartu,2023-09-03,bronze,1987
3974,Priit,Lass,priit.lass@yahoo.com,+372 5569 9035,Tallinn,2024-07-15,,1995
3975,Arvo,Lass,arvo.lass@outlook.com,+372 5813 6139,Pärnu,2022-05-14,silver,1972
3976,Heino,Sepp,heino.sepp@outlook.com,+372 5342 4527,Tartu,2024-04-09,bronze,1975
3977,Sirje,Lõhmus,sirje.lohmus@yahoo.com,+372 5531 1017,Tallinn,2021-10-21,,1987
3978,Tiina,Oja,tiina.oja@telia.ee,+372 8167 2532,Pärnu,2024-04-17,gold,2002
3979,Eha,Hurt,eha.hurt@yahoo.com,+372 5263 2704,Narva,2021-11-12,,2004
3980,Anna,Mägi,,+372 8583 1622,Pärnu,2024-07-26,,1995
3981,Rein,Pihl,rein.pihl@gmail.com,+372 8932 5943,Tallinn,2020-11-20,,1995
3982,Siim,Toom,siim.toom@yahoo.com,+372 8356 5726,Tallinn,2024-01-14,bronze,1969
3983,Sander,Põld,sander.pold@outlook.com,+372 5413 0857,Pärnu,2024-10-18,,1998
3984,Kati,Tammik,,+372 5911 9746,Valga,2021-08-08,silver,1994
3985,Sirje,Valk,sirje.valk@mail.ee,+372 5107 2106,Tallinn,2020-10-24,bronze,1998
3986,Jüri,Nõmm,juri.nomm@gmail.com,+372 5410 3792,Tartu,2023-09-22,,1970
3987,Tiina,Talvik,tiina.talvik2@telia.ee,+372 5920 8864,Pärnu,2023-01-12,bronze,1986
3988,Väino,Hurt,vaino.hurt@yahoo.com,+372 8293 0143,Tartu,2024-12-19,silver,1960
3989,Mart,Sepp,mart.sepp@mail.ee,+372 5762 8482,Tartu,2024-11-03,silver,1998
3990,Henri,Lepik,henri.lepik@gmail.com,+372 5775 7967,Tallinn,2021-09-01,silver,1964
3991,Väino,Mägi,vaino.magi@hot.ee,+372 8990 1665,Tallinn,2020-09-06,,1974
3992,Kristi,Luik,kristi.luik@yahoo.com,+372 5201 2628,Tartu,2021-05-28,gold,1989
3993,Grete,Arro,grete.arro@hot.ee,+372 5690 9690,Pärnu,2021-12-28,gold,1989
3994,Andres,Aas,andres.aas@mail.ee,+372 5758 4590,Pärnu,2021-10-28,,1992
3995,Marit,Talvik,marit.talvik@telia.ee,+372 5453 4386,Tallinn,2020-05-09,gold,1989
3996,Heli,Mitt,heli.mitt@outlook.com,+372 5802 2468,Tallinn,2023-08-13,,1978
3997,Indrek,Arro,indrek.arro@gmail.com,+372 5683 4718,Tartu,2020-08-30,,1965
3998,Nele,Ilves,,+372 5760 6704,Jõhvi,2023-12-02,,1963
3999,Kalev,Salu,kalev.salu@gmail.com,+372 8519 2614,Paide,2023-03-09,,1995
4000,Kristjan,Rand,kristjan.rand2@outlook.com,+372 5653 8185,Kuressaare,2020-03-30,silver,1982
4001,Elis,Tammik,,+372 8806 9956,Tartu,2021-04-16,silver,1983
4002,Triin,Kaalep,triin.kaalep@yahoo.com,+372 5464 8173,Rakvere,2020-12-13,,2004
4003,Kevin,Paas,kevin.paas@gmail.com,+372 5442 3026,Tallinn,2023-02-07,silver,1988
4004,Peeter,Põld,peeter.pold@outlook.com,+372 5220 0149,Viljandi,2021-09-10,,1989
4005,Toomas,Orav,toomas.orav@outlook.com,+372 8939 7204,Tallinn,2024-12-06,bronze,1967
4006,Elis,Oja,elis.oja@yahoo.com,+372 8332 0438,Narva,2020-01-15,silver,1967
4007,Sander,Org,sander.org@gmail.com,+372 5127 4745,Haapsalu,2021-05-17,,1975
4008,Erkki,Arro,erkki.arro@gmail.com,+372 5161 0300,Tallinn,2022-09-10,,1989
4009,Terje,Kukk,,+372 8738 1503,Tallinn,2021-02-23,silver,1963
4010,Kaido,Kaalep,kaido.kaalep@telia.ee,+372 5413 1731,Tallinn,2020-07-08,,1974
4011,Liina,Teder,liina.teder@telia.ee,+372 5119 9078,Tallinn,2022-02-14,,1964
4012,Aivar,Kivi,aivar.kivi2@hot.ee,+372 5908 3568,Tallinn,2023-10-08,,1971
4013,Piret,Paas,piret.paas@hot.ee,+372 8239 9849,Paide,2021-07-09,,2004
4014,Liis,Kangur,liis.kangur@yahoo.com,+372 8571 1596,Pärnu,2020-08-26,silver,1984
4015,Urmas,Teder,urmas.teder@outlook.com,+372 8882 0214,Kuressaare,2023-08-10,,1972
4016,Sandra,Kuusk,sandra.kuusk@hot.ee,+372 8336 7202,Tartu,2024-01-18,,1988
4017,Maris,Teder,maris.teder@yahoo.com,+372 8573 1431,Tartu,2022-03-22,,1984
4018,Terje,Kukk,terje.kukk@gmail.com,+372 5440 6230,Rakvere,2023-09-28,,1971
4019,Kristi,Kask,kristi.kask@outlook.com,+372 8349 0243,Pärnu,2024-08-30,,1975
4020,Liina,Mets,,+372 5443 6351,Tartu,2025-02-26,silver,1990
4021,Triin,Liiv,triin.liiv@mail.ee,+372 5993 4814,Pärnu,2022-03-02,silver,1996
4022,Lea,Kivi,lea.kivi@yahoo.com,+372 5724 3965,Jõhvi,2025-02-05,bronze,1987
4023,Kristi,Järv,kristi.jarv@yahoo.com,+372 8734 8051,Tallinn,2023-05-24,silver,2002
4024,Reet,Kõiv,reet.koiv@mail.ee,+372 5557 5510,Tallinn,2020-10-24,gold,2000
4025,Tiit,Tamm,tiit.tamm@mail.ee,+372 8603 9437,Tallinn,2023-01-05,,1991
4026,Tiina,Tamm,tiina.tamm@hot.ee,+372 5793 4095,Narva,2024-02-15,,1964
4027,Kati,Kaalep,kati.kaalep2@outlook.com,+372 5637 0222,Kuressaare,2021-01-19,gold,2005
4028,Tiina,Tamm,tiina.tamm@gmail.com,+372 8169 1202,Viljandi,2020-07-03,,1972
4029,Sander,Lass,sander.lass@gmail.com,+372 5526 2613,Tallinn,2020-03-25,,1994
4030,Arvo,Laas,arvo.laas@gmail.com,+372 5714 9966,Tartu,2020-11-26,,1960
4031,Kristiina,Talvik,kristiina.talvik@hot.ee,+372 5394 2383,Paide,2022-06-09,,1983
4032,Lea,Põld,lea.pold@hot.ee,+372 5735 3819,Tallinn,2021-07-09,,1978
4033,Külli,Nõmm,kulli.nomm@telia.ee,+372 8661 3597,Tallinn,2023-11-26,silver,1998
4034,Aivar,Hurt,aivar.hurt@outlook.com,+372 5879 0890,Tartu,2020-06-27,,1975
4035,Ülle,Liiv,ulle.liiv@gmail.com,+372 5455 3276,Tallinn,2023-01-29,,1995
4036,Terje,Arro,terje.arro@telia.ee,+372 5735 2557,Pärnu,2021-04-26,,2001
4037,Külli,Järv,kulli.jarv2@telia.ee,+372 5412 7599,Tartu,2024-04-03,bronze,1994
4038,Lea,Lill,lea.lill@mail.ee,+372 8132 8233,Tallinn,2023-05-10,,1986
4039,Annika,Lass,annika.lass@hot.ee,+372 5112 3783,Tallinn,2020-11-06,,1963
4040,Aili,Mägi,aili.magi@telia.ee,+372 5693 2631,Viljandi,2021-04-09,silver,1995
4041,Terje,Kuusk,terje.kuusk@outlook.com,+372 5819 4681,Tallinn,2020-05-23,bronze,1965
4042,Reet,Puusepp,reet.puusepp@gmail.com,+372 5519 6441,Tallinn,2022-01-14,silver,1991
4043,Kati,Pihl,kati.pihl@gmail.com,+372 5396 0722,Tartu,2023-03-27,,1980
4044,Jüri,Talvik,juri.talvik2@outlook.com,+372 8211 9574,Tallinn,2021-05-20,,1997
4045,Sigrid,Paas,sigrid.paas@outlook.com,+372 5590 6516,Tartu,2021-02-21,silver,1996
4046,Hille,Mägi,hille.magi@hot.ee,+372 5340 2229,Tallinn,2022-02-26,,1975
4047,Grete,Kukk,grete.kukk3@hot.ee,+372 5805 2236,Tallinn,2023-07-18,gold,1977
4048,Maris,Sild,maris.sild@hot.ee,+372 8152 8740,Tallinn,2022-11-10,gold,2002
4049,Maie,Kõiv,maie.koiv@hot.ee,+372 8153 8535,Tartu,2024-05-25,silver,1961
4050,Pille,Roots,pille.roots@outlook.com,+372 8114 6503,Pärnu,2021-02-10,,1964
4051,Peeter,Rosin,peeter.rosin@hot.ee,+372 5536 9467,Tallinn,2022-09-01,bronze,1971
4052,Sander,Lepp,sander.lepp@outlook.com,+372 8854 8750,Tallinn,2024-11-09,,1963
4053,Kati,Teder,kati.teder@yahoo.com,+372 8807 4584,Tallinn,2024-04-26,,1960
4054,Enn,Veski,enn.veski@outlook.com,+372 5714 3221,Tallinn,2022-01-14,,1986
4055,Nele,Koppel,nele.koppel@mail.ee,+372 5139 9691,Tallinn,2021-05-05,,1978
4056,Hille,Männik,,+372 5518 8355,Tallinn,2023-11-06,bronze,1975
4057,Ragnar,Kull,,+372 8430 7077,Pärnu,2023-06-06,gold,1977
4058,Ants,Liiv,ants.liiv@telia.ee,+372 5979 3201,Tallinn,2020-11-14,,1986
4059,Siim,Liiv,siim.liiv@yahoo.com,+372 8630 2904,Tallinn,2020-04-25,,1973
4060,Marika,Saar,marika.saar@mail.ee,+372 8751 7696,Tartu,2021-08-12,,1978
4061,Indrek,Oja,indrek.oja@mail.ee,+372 5876 1029,Pärnu,2025-02-09,bronze,1974
4062,Anu,Luik,anu.luik@gmail.com,+372 8155 3707,Tartu,2025-02-07,bronze,1990
4063,Reet,Lill,reet.lill@telia.ee,+372 8855 3508,Jõhvi,2021-03-10,,1982
4064,Piret,Paju,,+372 5834 0305,Tallinn,2021-12-13,gold,2003
4065,Kristjan,Kangur,kristjan.kangur@outlook.com,+372 8392 3433,Pärnu,2020-08-29,bronze,1996
4066,Enn,Värk,,+372 8110 8061,Tartu,2022-12-10,gold,1963
4067,Terje,Rebane,terje.rebane2@outlook.com,+372 8211 0393,Tallinn,2021-12-07,,1980
4068,Eha,Aas,eha.aas@gmail.com,+372 5124 7831,Tallinn,2024-06-13,,1973
4069,Indrek,Arro,indrek.arro@outlook.com,+372 5855 7989,Tallinn,2024-07-26,bronze,1991
4070,Kristiina,Mitt,kristiina.mitt@outlook.com,+372 5452 7270,Jõhvi,2021-03-30,silver,1971
4071,Meelis,Mitt,,+372 5216 8019,Viljandi,2023-04-15,silver,1979
4072,Jüri,Org,juri.org@outlook.com,+372 8643 6649,Rakvere,2021-03-08,,1980
4073,Henri,Vaher,,+372 8170 5811,Narva,2021-07-09,,1977
4074,Priit,Valk,priit.valk@gmail.com,+372 8600 7571,Võru,2022-04-27,silver,2003
4075,Väino,Orav,vaino.orav@gmail.com,+372 5364 6133,Haapsalu,2020-08-19,,1978
4076,Merike,Kangur,merike.kangur@gmail.com,+372 5146 7479,Tartu,2022-01-20,gold,1993
4077,Kristi,Mets,kristi.mets@hot.ee,+372 5983 3487,Võru,2020-04-22,,1995
4078,Elis,Kallas,elis.kallas@gmail.com,+372 5810 8088,Pärnu,2022-04-28,,1997
4079,Liina,Kuusk,liina.kuusk@hot.ee,+372 5886 0844,Rakvere,2023-06-30,bronze,1972
4080,Katrin,Paas,katrin.paas@mail.ee,+372 5634 3599,Tallinn,2022-11-23,silver,2003
4081,Madis,Lepp,madis.lepp@telia.ee,+372 5426 7551,Tallinn,2024-04-22,,1994
4082,Mihkel,Tammik,mihkel.tammik@yahoo.com,+372 5280 3268,Tallinn,2023-06-19,,1967
4083,Aivar,Mitt,,+372 5535 0906,Tallinn,2020-04-22,gold,1973
4084,Kati,Lepik,kati.lepik@mail.ee,+372 8649 8635,Pärnu,2025-01-18,,2001
4085,Sandra,Lill,sandra.lill@hot.ee,+372 5770 9218,Tallinn,2021-05-10,gold,1987
4086,Terje,Männik,terje.mannik@hot.ee,+372 5116 8786,Tallinn,2023-04-12,silver,1987
4087,Pille,Pärn,pille.parn@yahoo.com,+372 8703 3630,Valga,2023-09-14,bronze,1982
4088,Kristiina,Valk,,+372 5778 7796,Tartu,2023-01-29,silver,1987
4089,Taavi,Lill,taavi.lill@mail.ee,+372 5191 5789,Kuressaare,2021-06-25,silver,1974
4090,Terje,Rosin,terje.rosin2@telia.ee,+372 8454 7042,Tallinn,2022-02-14,bronze,1976
4091,Arvo,Lepik,arvo.lepik2@telia.ee,+372 8211 6818,Tallinn,2024-12-26,,1995
4092,Eha,Arro,eha.arro@gmail.com,+372 8528 4932,Tallinn,2025-01-19,silver,1960
4093,Marko,Kallas,marko.kallas@yahoo.com,+372 8291 2884,Pärnu,2024-06-25,bronze,1963
4094,Andres,Lõoke,andres.looke@outlook.com,+372 5282 2869,Tallinn,2024-05-15,silver,1992
4095,Ants,Järv,ants.jarv@mail.ee,+372 8909 3068,Tartu,2024-07-03,,1969
4096,Sandra,Lõoke,sandra.looke@telia.ee,+372 8682 8794,Narva,2020-09-07,gold,2003
4097,Tarmo,Kull,tarmo.kull@gmail.com,+372 8542 8767,Võru,2021-06-13,gold,1989
4098,Karin,Kask,karin.kask@outlook.com,+372 5694 7268,Tallinn,2020-05-29,,1962
4099,Kati,Rosin,kati.rosin@telia.ee,+372 5963 9392,Pärnu,2020-01-17,gold,1977
4100,Pille,Saar,pille.saar@hot.ee,+372 5402 6700,Tartu,2022-01-16,gold,2004
4101,Külli,Raid,,+372 8903 1005,Tartu,2024-06-04,bronze,2001
4102,Reet,Roots,reet.roots@yahoo.com,+372 8255 0598,Viljandi,2021-05-12,,1984
4103,Lea,Salu,lea.salu@gmail.com,+372 8330 4612,Tallinn,2023-02-24,silver,2005
4104,Aivar,Laas,aivar.laas@yahoo.com,+372 5795 8482,Viljandi,2021-12-15,,1981
4105,Karin,Põld,karin.pold@mail.ee,+372 8745 0979,Tartu,2022-09-12,,1981
4106,Marko,Hurt,marko.hurt@telia.ee,+372 5795 0662,Tartu,2020-01-18,silver,1979
4107,Eha,Aas,eha.aas@yahoo.com,+372 5494 3878,Narva,2023-10-18,,1973
4108,Ants,Rosin,ants.rosin@outlook.com,+372 5440 9502,Narva,2022-01-16,bronze,1980
4109,Riina,Tammik,riina.tammik@gmail.com,+372 5466 1253,Tartu,2024-12-27,,2004
4110,Marko,Luik,marko.luik@outlook.com,+372 5349 1443,Tallinn,2025-02-20,,1973
4111,Nele,Kuusik,nele.kuusik@outlook.com,+372 5683 5414,Kuressaare,2024-05-04,,1962
4112,Reet,Raid,reet.raid@outlook.com,+372 5667 0184,Tartu,2020-08-27,silver,1981
4113,Ülle,Teder,ulle.teder@yahoo.com,+372 8935 2365,Tallinn,2020-10-02,silver,1984
4114,Heino,Nõmm,heino.nomm@telia.ee,+372 5884 0141,Jõhvi,2020-09-17,,2002
4115,Siim,Aas,siim.aas@mail.ee,+372 5650 4363,Tartu,2022-06-06,,1999
4116,Hille,Lass,hille.lass@gmail.com,+372 5610 0211,Tartu,2023-09-13,,1973
4117,Jüri,Kallas,juri.kallas@outlook.com,+372 5234 8467,Võru,2023-12-06,bronze,1968
4118,Priit,Rand,priit.rand@gmail.com,+372 5169 3352,Tartu,2021-09-03,silver,1983
4119,Ago,Toom,ago.toom@hot.ee,+372 5542 1353,Võru,2020-01-06,,1988
4120,Anna,Valk,anna.valk@hot.ee,+372 5296 6979,Narva,2020-01-23,bronze,1981
4121,Olev,Sepp,olev.sepp@gmail.com,+372 8174 7888,Tartu,2025-01-30,silver,1979
4122,Jüri,Lepik,,+372 5997 1679,Võru,2020-10-02,gold,2004
4123,Aili,Talvik,aili.talvik@hot.ee,+372 8679 7003,Viljandi,2023-06-24,,1970
4124,Henri,Kull,henri.kull@hot.ee,+372 8169 1927,Võru,2023-08-26,silver,1970
4125,Sandra,Kask,sandra.kask@telia.ee,+372 5526 3549,Tartu,2022-02-08,,1983
4126,Tiit,Lõoke,tiit.looke@yahoo.com,+372 5542 7261,Tartu,2024-11-08,,1993
4127,Tõnu,Rosin,tonu.rosin@yahoo.com,+372 5946 0027,Tallinn,2022-03-18,,1966
4128,Grete,Kõiv,grete.koiv@telia.ee,+372 5139 7368,Tallinn,2024-06-21,bronze,1989
4129,Marko,Mägi,marko.magi@telia.ee,+372 8533 3464,Pärnu,2021-09-15,bronze,1972
4130,Sandra,Tammik,sandra.tammik@gmail.com,+372 8682 3857,Tartu,2024-11-12,,1989
4131,Väino,Aas,vaino.aas2@yahoo.com,+372 5239 8949,Tallinn,2022-06-10,gold,1999
4132,Ragnar,Kukk,ragnar.kukk@outlook.com,+372 8287 6054,Paide,2022-02-08,silver,1991
4133,Kevin,Raid,kevin.raid@gmail.com,+372 5415 6101,Tallinn,2022-04-14,silver,1965
4134,Ene,Aas,ene.aas@gmail.com,+372 5903 7176,Jõhvi,2020-10-04,,1984
4135,Mart,Kull,mart.kull@telia.ee,+372 8283 9710,Tartu,2023-06-22,,1969
4136,Indrek,Kuusk,indrek.kuusk@yahoo.com,+372 8376 0823,Paide,2023-06-27,silver,1997
